,persname,dipl,dipl_ctx_lr15,pb_n,doc,dipl-ids
1152,Pedanios_Dioskorides,Dioſc.,hat auch Apulcius cap. 10. vnd 11. vnd 12. wo man aber der alten geſchrifft Dioſc. vñ Galeni beſicht / würt man nur zwo Artemiſias leſen / wiewol in Dioſc. das,xcix,NewKreuetterBuch_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sSpan23009', 'RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sTok23010_virtualSpan']"
1153,Galenos,Galeni,Apulcius cap. 10. vnd 11. vnd 12. wo man aber der alten geſchrifft Dioſc. vñ Galeni beſicht / würt man nur zwo Artemiſias leſen / wiewol in Dioſc. das eyn caput,xcix,NewKreuetterBuch_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sSpan23010', 'RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sTok23011_virtualSpan']"
1154,Pedanios_Dioskorides,Dioſc.,geſchrifft Dioſc. vñ Galeni beſicht / würt man nur zwo Artemiſias leſen / wiewol in Dioſc. das eyn caput võ Artemiſia überflüſſig iſt / das kan man vſz ſeinen ſelbs worten,xcix,NewKreuetterBuch_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sSpan23011', 'RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sTok23012_virtualSpan']"
1155,Apuleius,Apuleius,droben im 15. ca⸗ pitel gemelt / von dem namen Matricaria im 50. capitel . Apuleius ca. 10. nent Arthemiſiam / Tovieteſiam / Cariſtelotiar / Hypolyſſon oder Epo⸗ leſſan / Onicantem,NaN,NewKreuetterBuch_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sSpan23012', 'RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sTok23013_virtualSpan']"
1156,Avicenna,Auicenne,Jn ſumma mich wil gantz beduncken / der nam Al⸗ tilia / vnd Berengeſif / Auicenne lib. 2. cap. 87. vnd Serapionis Matrica ria / oder Achuen / cap. 243. vnd,NaN,NewKreuetterBuch_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sSpan23013', 'RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sTok23014_virtualSpan']"
1157,Serapion_von_Alexandria,Serapionis,/ der nam Al⸗ tilia / vnd Berengeſif / Auicenne lib. 2. cap. 87. vnd Serapionis Matrica ria / oder Achuen / cap. 243. vnd das gros Arthemiſia / Dioſco. lib.,NaN,NewKreuetterBuch_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sSpan23014', 'RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sTok23015_virtualSpan']"
1158,Achuen,Achuen,/ vnd Berengeſif / Auicenne lib. 2. cap. 87. vnd Serapionis Matrica ria / oder Achuen / cap. 243. vnd das gros Arthemiſia / Dioſco. lib. 3. ca. 118. vnd der,NaN,NewKreuetterBuch_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sSpan23015', 'RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sTok23016_virtualSpan']"
1159,Pedanios_Dioskorides,Dioſco.,vnd Serapionis Matrica ria / oder Achuen / cap. 243. vnd das gros Arthemiſia / Dioſco. lib. 3. ca. 118. vnd der gemeyn rot Beyfůſz / oder Sonnen wendel / ſei,NaN,NewKreuetterBuch_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sSpan23016', 'RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sTok23017_virtualSpan']"
1160,Pedanios_Dioskorides,Dioſco.,oder Sonnen wendel / ſei als eyn ding / gibs zů ermeſſen . Jn Dioſco. lib. 3. cap. 120. heyſt Ambroſia auch Artemiſia / vñ das Xiphion Anactorion / Regium,NaN,NewKreuetterBuch_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sSpan23017', 'RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sTok23018_virtualSpan']"
1161,Plinius_der_Ältere,Plin.,Plin. lib. 20 cap. 17. Von aͤnis / ca. clj. WO der lieblich aͤnis alleyn,cxxxiiij,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24841', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24842_virtualSpan']"
1162,Plinius_der_Ältere,Plin.,eyns ſunderlichen ſuͤſſen honigs geruchs / vnd geſchmacks / nützlich zů vilen preſten / wie Plin. nach ð leng anzeygt /,cxxxiiij,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24842', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24843_virtualSpan']"
1163,Plinius_der_Ältere,Plinius,derhalben die reychen aͤnis faſt brauchen / ſunderlich mit zucker überzogen / do⸗ her ſagt Plinius / heyſz diſer ſamen / Anicetum / in Dioſcoride lib. 3. cap. 58. Aniſum /,NaN,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24843', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24844_virtualSpan']"
1164,Pedanios_Dioskurides,Dioſcoride,zucker überzogen / do⸗ her ſagt Plinius / heyſz diſer ſamen / Anicetum / in Dioſcoride lib. 3. cap. 58. Aniſum / zů teutſch / aͤnis ſamen . Wiewol etliche den,NaN,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24844', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24845_virtualSpan']"
1165,Hieronymus_Bock,H. Braunſchweig,Wiewol etliche den Coriander auſz vn⸗ uerſtant / ſunderlich im Weſterich auch aͤnis nennen . H. Braunſchweig ſagt im feniculum Romanum . Diſer ſamen / der gleichen fenchel ſamẽ / Kymmel,NaN,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok4185_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok4186_virtualSpan']"
1166,Theophrastos_von_Eresos,hochbe⸗ ruͤmpt Theophraſtus,/ welches ich am aͤnis eygentlich hab wargenomen / das bezeüget auch der hochbe⸗ ruͤmpt Theophraſtus lib. 7. de plant. cap. 6 . Jn Serapione heyſt aͤnis Aniſum cap. 242.,NaN,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok4238_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok4239_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok4240_virtualSpan']"
1167,Serapion_von_Alexandria,Serapione,das bezeüget auch der hochbe⸗ ruͤmpt Theophraſtus lib. 7. de plant. cap. 6 . Jn Serapione heyſt aͤnis Aniſum cap. 242. bei etlichen Ciminum dulce / ſuͤſſer Kymmel . Von der,NaN,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24847', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24848_virtualSpan']"
1168,Pythagoras,Pythagoras,bleung oder keichen des magens vnnd der Lungen / ſtilt den weiſſen fluſz . Derhalben Pythagoras diſen ſamen nit vnbillich hoch gepreiſet / vnd wert gehalten hat / wer weitter daruon,NaN,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24848', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24849_virtualSpan']"
1169,Plinius_der_Ältere,Plinium,/ vnd wert gehalten hat / wer weitter daruon zů wiſſen begert / ð beſehe Plinium lib. 20. cap. 17 . Eüſſerlich . SO yemans was in die augen wer gefallen,NaN,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24849', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24850_virtualSpan']"
1170,Pedanios_Dioskurides,Dioſcozides,( do es graſicht iſt ) gefunden würt / vnd iſt eben der ſa men Dioſcozides lib. 3. cap. 59. πάϱομ oder Careon nennet . Vnſere meyſter die nennen diſen,cxlv,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24850', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24851_virtualSpan']"
1171,Paulos_von_Aigina,Paulum Aeginetam,gebraucht haben / dann ſie am geſchmack der Peſtnachen ſich faſt vergleicht / beſihe darüber Paulum Aeginetam lib. 1. vnnd Atheneum / der nents derhalben Paſtinacam maiorem . Auer⸗ rhois,cxlv,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok5027_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok5028_virtualSpan']"
1172,Averroes,Auer⸗ rhois,Paulum Aeginetam lib. 1. vnnd Atheneum / der nents derhalben Paſtinacam maiorem . Auer⸗ rhois ſagt Mauoca ſei der ſamen Carui vnnd Ameos Serapio ſchreibt capite. 279. Caruia ſei der,cxlv,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok5040_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok5041_virtualSpan']"
1173,Serapion_von_Alexandria,Serapio,nents derhalben Paſtinacam maiorem . Auer⸗ rhois ſagt Mauoca ſei der ſamen Carui vnnd Ameos Serapio ſchreibt capite. 279. Caruia ſei der ſamen carui . Hie ſolt ich beſchzreiben den,cxlv,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24853', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24854_virtualSpan']"
1174,Hippokrates_von_Kos,Hippocrates,andern Kymmel mit dem ſtarcken geruch / nennen etliche Cuminum / Roͤ miſchen Kymmel / Hippocrates / Ciminum Regium / des ſol zwey ge⸗ ſchlecht ſein zam vnd wild / des,NaN,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24854', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24855_virtualSpan']"
1175,Serenus,gůt Poet Serenus,haupt vnd hirn die kalte feüchtigkeyt darmit gezwagen vnd ge⸗ reynigt / das bezeügt der gůt Poet Serenus im ſibenden capitel Purga⸗ turcerebrum manſa radice Pyrethri / vnnd mit im Paulus,cxxxvi,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok5506_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok5507_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok5508_virtualSpan']"
1176,Paulos_von_Aigina,Paulus Aegineta,Serenus im ſibenden capitel Purga⸗ turcerebrum manſa radice Pyrethri / vnnd mit im Paulus Aegineta lib. 1. cap. 46. Dioſcozides lib. 3. cap. 78. nent den Bertram / Pyrethrum,cxxxvi,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok5521_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok5522_virtualSpan']"
1177,Pedanios_Dioskurides,Dioſcozides,turcerebrum manſa radice Pyrethri / vnnd mit im Paulus Aegineta lib. 1. cap. 46. Dioſcozides lib. 3. cap. 78. nent den Bertram / Pyrethrum / Py⸗ rithrum,cxxxvi,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24857', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24858_virtualSpan']"
1178,Avicenna,Auicen ne,ſolchs droben im Nachtſchaden gemelt iſt . Etliche woͤllen / das Tarcon Auicen ne ſei Pyrethrum / wo dem alſo ſo hat er zweymal von Bertram lib. 2. ge⸗,cxxxvi,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok5601_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok5602_virtualSpan']"
1179,Serapion_von_Alexandria,Serapio,/ wo dem alſo ſo hat er zweymal von Bertram lib. 2. ge⸗ ſchziben . Serapio ſagt im Macharcaraha cap. 356. Auerrh. Halacarta / Haliabbas / Harcharach . Von der,cxxxvi,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24859', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24860_virtualSpan']"
1180,Averroes,Auerrh.,er zweymal von Bertram lib. 2. ge⸗ ſchziben . Serapio ſagt im Macharcaraha cap. 356. Auerrh. Halacarta / Haliabbas / Harcharach . Von der krafft vnnd würckung . BErtram iſt,cxxxvi,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24860', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24861_virtualSpan']"
1181,Caelius_Apicius,Apitius,iſt zů mancher hand ſpeiſz reichen vnd armen / das fürnemſt kuchen kraut . Apitius vnd Plati na haben nichts koͤnnen erdencken in der kuchen on diſen Peterlin / wel⸗,NaN,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24861', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24862_virtualSpan']"
1182,Bartolomeo_Platina,Plati na,hand ſpeiſz reichen vnd armen / das fürnemſt kuchen kraut . Apitius vnd Plati na haben nichts koͤnnen erdencken in der kuchen on diſen Peterlin / wel⸗ ches yederman nun,NaN,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok5973_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok5974_virtualSpan']"
1183,Bartolomeo_Platina,Bartholomei,nach der leer Palladij titulo quinto Men⸗ ſe Maio / des gleichen vmb Laurentij vnnd Bartholomei / auff das man gegen dem fruͤling jungen peterſilgen moͤge haben / der,NaN,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24863', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24864_virtualSpan']"
1184,Theophrastos_von_Eresos,Theophraſtus,kraut nit vngleich / dz gebe ich dem baw⸗ en vnd ſaͤen die ſchuld / Theophraſtus lib. 2. cap. 5. vnd Columella lib. 12. cap. 3. zeygen gemelte vrſach an /,NaN,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24864', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24865_virtualSpan']"
1185,Lucius_Iunius_Moderatus_Columella,Columella,dem baw⸗ en vnd ſaͤen die ſchuld / Theophraſtus lib. 2. cap. 5. vnd Columella lib. 12. cap. 3. zeygen gemelte vrſach an / nemlich das Peterlin kraut /,NaN,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24865', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24866_virtualSpan']"
1186,Isidor_von_Sevilla,Jsidorus,nit kennen / wie wolten ſie den ſelben dann recht nennen Jsidorus vnnd Platina / vermeynen peterlin ſei Petrapium / oder Apium Saxatile / welcher,NaN,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24866', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24867_virtualSpan']"
1187,Bartolomeo_Platina,Platina,/ wie wolten ſie den ſelben dann recht nennen Jsidorus vnnd Platina / vermeynen peterlin ſei Petrapium / oder Apium Saxatile / welcher namen nichts,NaN,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24867', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24868_virtualSpan']"
1188,Pedanios_Dioskurides,Dioſco.,vnſer Peterlin kraut nichts anderſt das recht Ξελινομ χ_ω_ομ / Selinon ſatiuum / Dioſco. lib. 3. cap. 67. zů teutſch garten Epff / garten oder zam Peterlin / würt,cxxxvij,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24868', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24869_virtualSpan']"
1189,Pedanios_Dioskurides,Dioſcor.,Meliſſo⸗ phyllon genant / welcher nam auch nit hieher gehoͤrt . Vber das ſo ſchzeibt Dioſcor. die weiſen nennen den Apium Ori. Nicander in Alexiphar. ge⸗ denckt des krauts auch,cxxxvij,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24869', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24870_virtualSpan']"
1190,Constantinus,Conſtantinus,gibt die erfarung / die beſchreibung vnnd abmalung der alten / das bezeügen mit mir Conſtantinus vnd Manardus ferrari⸗ enſis lib. 6. Epiſtol. Epiſt. octana . Was nun Petroſelinum oder Petra,cxxxvij,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24870', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24871_virtualSpan']"
1191,Johannes_Manardus,Manardus,/ die beſchreibung vnnd abmalung der alten / das bezeügen mit mir Conſtantinus vnd Manardus ferrari⸗ enſis lib. 6. Epiſtol. Epiſt. octana . Was nun Petroſelinum oder Petra pium ſei,cxxxvij,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24871', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24872_virtualSpan']"
1192,"Serapion_von_Alexandria,",Serapio,octana . Was nun Petroſelinum oder Petra pium ſei / würt hernoch angezeygt . Der Serapio hat auch vil Apia / nicht weniger dann ſechſz / vnder den ſelben nent er,cxxxvij,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24872', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24873_virtualSpan']"
1193,Marcellus_Vergilius,Vergilius,die pilulas au⸗ reas / ich nem aber Peterlin ſamen darfür / wil glauben Vergilius hab di ſen Epff gemeynt in Aeglogis / do er ſchreibt in Sileno / der,NaN,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24873', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24874_virtualSpan']"
1194,Pedanios_Dioskurides,Dio.,um ruſticum / Aquaticum / oder Paluſtre / vnnd iſt eben das Eleoſe⸗ linon Dio. lib. 3. cap. 68. welches er Hydroſelinon vnnd Pedinon nennet / wiewol etliche Kamunculi,NaN,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24874', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24875_virtualSpan']"
1195,Plinius_der_Ältere,Plinij,winter vnder den Bruñkreſz zům Sallat / den ſelben Epff halten wir für eyn Lauer Plinij li. 26. ca. 8. vnd iſt aber nit das Sion / von welchem Plinius lib.,NaN,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24875', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24876_virtualSpan']"
1196,Plinius_der_Ältere,Plinius,Lauer Plinij li. 26. ca. 8. vnd iſt aber nit das Sion / von welchem Plinius lib. 22. cap. 22. auch ſun⸗ derlich ſchreibt . Doch vom Sio vñ Lauer iſt,NaN,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24876', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24877_virtualSpan']"
1197,Theophrastos_von_Eresos,Theo.,iſt droben in der Bachpungen cap. 61. geſchriben . Von vnderſcheydt der Epffen mag man Theo. lib. 7. ca. 4. vñ 6. beſehen . Der Gaza hat diſen Epff Paludapiñ verdolmeſchet,NaN,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24877', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24878_virtualSpan']"
1198,Gaza,Gaza,vnderſcheydt der Epffen mag man Theo. lib. 7. ca. 4. vñ 6. beſehen . Der Gaza hat diſen Epff Paludapiñ verdolmeſchet . Jn Serap.,NaN,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24878', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24879_virtualSpan']"
1199,Serapion_von_Alexandria,Serap.,ca. 4. vñ 6. beſehen . Der Gaza hat diſen Epff Paludapiñ verdolmeſchet . Jn Serap. cap. 280. heyſt er Aſalis / in Auerzh. Acharfas . Andere nennen diſen Epff,cxxxviij,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24879', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24880_virtualSpan']"
1200,Averroes,Auerzh.,Serap. cap. 280. heyſt er Aſalis / in Auerzh. Acharfas . Andere nennen diſen Epff Bynen kraut / Kaſpar / Karfi vnd Selinum,cxxxviij,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24880', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24881_virtualSpan']"
